Phase;Type de mission;Mission;Code Programme;Programme;Code Action;Action
PLF 2017;Budget général;Action extérieure de l'État;105;Action de la France en Europe et dans le monde;01;Coordination de l'action diplomatique
PLF 2017;Budget général;Action extérieure de l'État;105;Action de la France en Europe et dans le monde;02;Action européenne
PLF 2017;Budget général;Action extérieure de l'État;105;Action de la France en Europe et dans le monde;04;Contributions internationales
PLF 2017;Budget général;Action extérieure de l'État;105;Action de la France en Europe et dans le monde;05;Coopération de sécurité et de défense
PLF 2017;Budget général;Action extérieure de l'État;105;Action de la France en Europe et dans le monde;06;Soutien
PLF 2017;Budget général;Action extérieure de l'État;105;Action de la France en Europe et dans le monde;07;Réseau diplomatique
PLF 2017;Budget général;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;01;Appui au réseau
PLF 2017;Budget général;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;02;Coopération culturelle et promotion du français
PLF 2017;Budget général;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;03;Objectifs de développement durable
PLF 2017;Budget général;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;04;Enseignement supérieur et recherche
PLF 2017;Budget général;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;05;Agence pour l'enseignement français à l'étranger
PLF 2017;Budget général;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;06;"Dépenses de personnel concourant au programme ""Diplomatie culturelle et d'influence"""
PLF 2017;Budget général;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;07;Diplomatie économique et développement du tourisme
PLF 2017;Budget général;Action extérieure de l'État;151;Français à l'étranger et affaires consulaires;01;Offre d'un service public de qualité aux Français à l'étranger
PLF 2017;Budget général;Action extérieure de l'État;151;Français à l'étranger et affaires consulaires;02;Accès des élèves français au réseau AEFE
PLF 2017;Budget général;Action extérieure de l'État;151;Français à l'étranger et affaires consulaires;03;Instruction des demandes de visa
PLF 2017;Budget général;Administration générale et territoriale de l'État;307;Administration territoriale;01;Coordination de la sécurité des personnes et des biens
PLF 2017;Budget général;Administration générale et territoriale de l'État;307;Administration territoriale;02;Réglementation générale, garantie de l'identité et de la nationalité et délivrance des titres
PLF 2017;Budget général;Administration générale et territoriale de l'État;307;Administration territoriale;03;Contrôle de légalité et conseil aux collectivités territoriales
PLF 2017;Budget général;Administration générale et territoriale de l'État;307;Administration territoriale;04;Pilotage territorial des politiques gouvernementales
PLF 2017;Budget général;Administration générale et territoriale de l'État;307;Administration territoriale;05;Animation et soutien du réseau
PLF 2017;Budget général;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;01;Financement des partis
PLF 2017;Budget général;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;02;Organisation des élections
PLF 2017;Budget général;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;03;Commission nationale des comptes de campagne et des financements politiques
PLF 2017;Budget général;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;04;Cultes
PLF 2017;Budget général;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;05;Vie associative
PLF 2017;Budget général;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;01;État-major et services centraux
PLF 2017;Budget général;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;03;Système d'information et de communication
PLF 2017;Budget général;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;04;Action sociale et formation
PLF 2017;Budget général;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;05;Affaires immobilières
PLF 2017;Budget général;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;06;Affaires juridiques et contentieuses
PLF 2017;Budget général;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;08;Immigration, asile et intégration
PLF 2017;Budget général;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;09;Sécurité et éducation routières
PLF 2017;Budget général;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;10;Fonds interministériel de prévention de la délinquance
PLF 2017;Budget général;Agriculture, alimentation, forêt et affaires rurales;149;Économie et développement durable des entreprises agricoles, agroalimentaires et forestières;21;Adaptation des filières à l'évolution des marchés
PLF 2017;Budget général;Agriculture, alimentation, forêt et affaires rurales;149;Économie et développement durable des entreprises agricoles, agroalimentaires et forestières;22;Gestion des crises et des aléas de la production agricole
PLF 2017;Budget général;Agriculture, alimentation, forêt et affaires rurales;149;Économie et développement durable des entreprises agricoles, agroalimentaires et forestières;23;Appui au renouvellement et à la modernisation des exploitations agricoles
PLF 2017;Budget général;Agriculture, alimentation, forêt et affaires rurales;149;Économie et développement durable des entreprises agricoles, agroalimentaires et forestières;24;Gestion équilibrée et durable des territoires
PLF 2017;Budget général;Agriculture, alimentation, forêt et affaires rurales;149;Économie et développement durable des entreprises agricoles, agroalimentaires et forestières;25;Protection sociale
PLF 2017;Budget général;Agriculture, alimentation, forêt et affaires rurales;149;Économie et développement durable des entreprises agricoles, agroalimentaires et forestières;26;Gestion durable de la forêt et développement de la filière bois
PLF 2017;Budget général;Agriculture, alimentation, forêt et affaires rurales;149;Économie et développement durable des entreprises agricoles, agroalimentaires et forestières;27;Moyens de mise en oeuvre des politiques publiques et gestion des interventions
PLF 2017;Budget général;Agriculture, alimentation, forêt et affaires rurales;206;Sécurité et qualité sanitaires de l'alimentation;01;Prévention et gestion des risques inhérents à la production végétale
PLF 2017;Budget général;Agriculture, alimentation, forêt et affaires rurales;206;Sécurité et qualité sanitaires de l'alimentation;02;Lutte contre les maladies animales et protection des animaux
PLF 2017;Budget général;Agriculture, alimentation, forêt et affaires rurales;206;Sécurité et qualité sanitaires de l'alimentation;03;Prévention et gestion des risques sanitaires liés aux denrées alimentaires
PLF 2017;Budget général;Agriculture, alimentation, forêt et affaires rurales;206;Sécurité et qualité sanitaires de l'alimentation;04;Actions transversales
PLF 2017;Budget général;Agriculture, alimentation, forêt et affaires rurales;206;Sécurité et qualité sanitaires de l'alimentation;05;Elimination des cadavres et des sous-produits animaux
PLF 2017;Budget général;Agriculture, alimentation, forêt et affaires rurales;206;Sécurité et qualité sanitaires de l'alimentation;06;Mise en oeuvre de la politique de sécurité et de qualité sanitaires de l'alimentation
PLF 2017;Budget général;Agriculture, alimentation, forêt et affaires rurales;206;Sécurité et qualité sanitaires de l'alimentation;08;Qualité de l'alimentation et offre alimentaire
PLF 2017;Budget général;Agriculture, alimentation, forêt et affaires rurales;215;Conduite et pilotage des politiques de l'agriculture;01;Moyens de l'administration centrale
PLF 2017;Budget général;Agriculture, alimentation, forêt et affaires rurales;215;Conduite et pilotage des politiques de l'agriculture;02;Évaluation de l'impact des politiques publiques et information économique
PLF 2017;Budget général;Agriculture, alimentation, forêt et affaires rurales;215;Conduite et pilotage des politiques de l'agriculture;03;Moyens des directions régionales de l'alimentation, de l'agriculture et de la forêt, des directions de l'alimentation, de l'agriculture et de la forêt et directions départementales des territoires (et de la mer)
PLF 2017;Budget général;Agriculture, alimentation, forêt et affaires rurales;215;Conduite et pilotage des politiques de l'agriculture;04;Moyens communs
PLF 2017;Budget général;Aide publique au développement;110;Aide économique et financière au développement;01;Aide économique et financière multilatérale
PLF 2017;Budget général;Aide publique au développement;110;Aide économique et financière au développement;02;Aide économique et financière bilatérale
PLF 2017;Budget général;Aide publique au développement;110;Aide économique et financière au développement;03;Traitement de la dette des pays pauvres
PLF 2017;Budget général;Aide publique au développement;209;Solidarité à l'égard des pays en développement;02;Coopération bilatérale
PLF 2017;Budget général;Aide publique au développement;209;Solidarité à l'égard des pays en développement;05;Coopération multilatérale
PLF 2017;Budget général;Aide publique au développement;209;Solidarité à l'égard des pays en développement;07;Coopération communautaire
PLF 2017;Budget général;Aide publique au développement;209;Solidarité à l'égard des pays en développement;08;"Dépenses de personnels concourant au programme ""Solidarité à l'égard des pays en développement"""
PLF 2017;Budget général;Aide publique au développement;209;Solidarité à l'égard des pays en développement;09;Actions de co-développement
PLF 2017;Budget général;Anciens combattants, mémoire et liens avec la nation;167;Liens entre la Nation et son armée;01;Journée défense et citoyenneté
PLF 2017;Budget général;Anciens combattants, mémoire et liens avec la nation;167;Liens entre la Nation et son armée;02;Politique de mémoire
PLF 2017;Budget général;Anciens combattants, mémoire et liens avec la nation;169;Reconnaissance et réparation en faveur du monde combattant;01;Administration de  la dette viagère
PLF 2017;Budget général;Anciens combattants, mémoire et liens avec la nation;169;Reconnaissance et réparation en faveur du monde combattant;02;Gestion  des droits liés aux pensions militaires d'invalidité
PLF 2017;Budget général;Anciens combattants, mémoire et liens avec la nation;169;Reconnaissance et réparation en faveur du monde combattant;03;Solidarité
PLF 2017;Budget général;Anciens combattants, mémoire et liens avec la nation;169;Reconnaissance et réparation en faveur du monde combattant;07;Actions en faveur des rapatriés
PLF 2017;Budget général;Anciens combattants, mémoire et liens avec la nation;158;Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale;01;Indemnisation des orphelins de la déportation et des victimes de spoliations du fait des législations antisémites en vigueur pendant l'Occupation
PLF 2017;Budget général;Anciens combattants, mémoire et liens avec la nation;158;Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale;02;Indemnisation des victimes d'actes de barbarie durant la seconde guerre mondiale
PLF 2017;Budget général;Conseil et contrôle de l'État;165;Conseil d'État et autres juridictions administratives;01;Fonction juridictionnelle : Conseil d'État
PLF 2017;Budget général;Conseil et contrôle de l'État;165;Conseil d'État et autres juridictions administratives;02;Fonction juridictionnelle : Cours administratives d'appel
PLF 2017;Budget général;Conseil et contrôle de l'État;165;Conseil d'État et autres juridictions administratives;03;Fonction juridictionnelle : Tribunaux administratifs
PLF 2017;Budget général;Conseil et contrôle de l'État;165;Conseil d'État et autres juridictions administratives;04;Fonction consultative
PLF 2017;Budget général;Conseil et contrôle de l'État;165;Conseil d'État et autres juridictions administratives;05;Fonction études, expertise et services rendus aux administrations de l'État et des collectivités
PLF 2017;Budget général;Conseil et contrôle de l'État;165;Conseil d'État et autres juridictions administratives;06;Soutien
PLF 2017;Budget général;Conseil et contrôle de l'État;165;Conseil d'État et autres juridictions administratives;07;Cour nationale du droit d'asile
PLF 2017;Budget général;Conseil et contrôle de l'État;126;Conseil économique, social et environnemental;01;Représentation des activités économiques et sociales
PLF 2017;Budget général;Conseil et contrôle de l'État;126;Conseil économique, social et environnemental;02;Fonctionnement de l'institution
PLF 2017;Budget général;Conseil et contrôle de l'État;126;Conseil économique, social et environnemental;03;Communication et international
PLF 2017;Budget général;Conseil et contrôle de l'État;164;Cour des comptes et autres juridictions financières;21;Examen des comptes publics
PLF 2017;Budget général;Conseil et contrôle de l'État;164;Cour des comptes et autres juridictions financières;22;Contrôle des finances publiques
PLF 2017;Budget général;Conseil et contrôle de l'État;164;Cour des comptes et autres juridictions financières;23;Contrôle des gestions publiques
PLF 2017;Budget général;Conseil et contrôle de l'État;164;Cour des comptes et autres juridictions financières;24;Evaluation des politiques publiques
PLF 2017;Budget général;Conseil et contrôle de l'État;164;Cour des comptes et autres juridictions financières;25;Information des citoyens
PLF 2017;Budget général;Conseil et contrôle de l'État;164;Cour des comptes et autres juridictions financières;26;Mise en jeu de la responsabilité des comptables publics et des gestionnaires publics
PLF 2017;Budget général;Conseil et contrôle de l'État;164;Cour des comptes et autres juridictions financières;27;Pilotage et soutien des juridictions financières
PLF 2017;Budget général;Conseil et contrôle de l'État;340;Haut Conseil des finances publiques;01;Haut Conseil des finances publiques
PLF 2017;Budget général;Crédits non répartis;551;Provision relative aux rémunérations publiques;01;Provision relative aux rémunérations publiques
PLF 2017;Budget général;Crédits non répartis;552;Dépenses accidentelles et imprévisibles;01;Dépenses accidentelles et imprévisibles
PLF 2017;Budget général;Culture;175;Patrimoines;01;Patrimoine monumental
PLF 2017;Budget général;Culture;175;Patrimoines;02;Architecture
PLF 2017;Budget général;Culture;175;Patrimoines;03;Patrimoine des musées de France
PLF 2017;Budget général;Culture;175;Patrimoines;04;Patrimoine archivistique et célébrations nationales
PLF 2017;Budget général;Culture;175;Patrimoines;07;Patrimoine linguistique
PLF 2017;Budget général;Culture;175;Patrimoines;08;Acquisition et enrichissement des collections publiques
PLF 2017;Budget général;Culture;175;Patrimoines;09;Patrimoine archéologique
PLF 2017;Budget général;Culture;131;Création;01;Soutien à la création, à la production et à la diffusion du spectacle vivant
PLF 2017;Budget général;Culture;131;Création;02;Soutien à la création, à la production et à la diffusion des arts plastiques
PLF 2017;Budget général;Culture;224;Transmission des savoirs et démocratisation de la culture;01;Soutien aux établissements d'enseignement supérieur et insertion professionnelle
PLF 2017;Budget général;Culture;224;Transmission des savoirs et démocratisation de la culture;02;Soutien à la démocratisation et à l'éducation artistique et culturelle
PLF 2017;Budget général;Culture;224;Transmission des savoirs et démocratisation de la culture;06;Action culturelle internationale
PLF 2017;Budget général;Culture;224;Transmission des savoirs et démocratisation de la culture;07;Fonctions de soutien du ministère
PLF 2017;Budget général;Culture;224;Transmission des savoirs et démocratisation de la culture;08;Fonds pour l'emploi pérenne dans le spectacle
PLF 2017;Budget général;Défense;144;Environnement et prospective de la politique de défense;03;Recherche et exploitation du renseignement intéressant la sécurité de la France
PLF 2017;Budget général;Défense;144;Environnement et prospective de la politique de défense;07;Prospective de défense
PLF 2017;Budget général;Défense;144;Environnement et prospective de la politique de défense;08;Relations internationales et diplomatie de défense
PLF 2017;Budget général;Défense;178;Préparation et emploi des forces;01;Planification  des moyens et conduite des opérations
PLF 2017;Budget général;Défense;178;Préparation et emploi des forces;02;Préparation des forces terrestres
PLF 2017;Budget général;Défense;178;Préparation et emploi des forces;03;Préparation des forces navales
PLF 2017;Budget général;Défense;178;Préparation et emploi des forces;04;Préparation des forces aériennes
PLF 2017;Budget général;Défense;178;Préparation et emploi des forces;05;Logistique et soutien interarmées
PLF 2017;Budget général;Défense;178;Préparation et emploi des forces;06;Surcoûts liés aux opérations extérieures
PLF 2017;Budget général;Défense;178;Préparation et emploi des forces;07;Surcoûts liés aux opérations intérieures
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;04;Politique immobilière
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;05;Systèmes d'information, d'administration et de gestion
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;06;Politiques des ressources humaines
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;08;Politique culturelle et éducative
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;10;Restructurations
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;11;Pilotage, soutien et communication
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;50;"Recherche et exploitation du renseignement intéressant la sécurité de la France - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense"""
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;51;"Prospective de défense - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense"""
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;52;Relations internationales
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;53;"Préparation et conduite des opérations d'armement - Personnel travaillant  pour le programme  ""Équipement des forces """
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces"""
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;55;"Préparation des forces terrestres - Personnel travaillant pour le programme ""Préparation et emploi des forces"""
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;56;"Préparation des forces navales - Personnel travaillant pour le programme ""Préparation et emploi des forces"""
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;57;"Préparation des forces aériennes- Personnel travaillant pour le programme ""Préparation et emploi des forces"""
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces"""
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;59;"Surcoûts liés aux opérations - Personnel travaillant pour le programme ""Préparation et emploi des forces"""
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;60;"Politique immobilière - Personnel travaillant pour l'action ""Politique immobilière"""
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;61;Action sociale, chômage et pensions
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;62;"Politique culturelle et éducative - gestion et communication des archives historiques de la défense - Personnel travaillant pour l'action ""Politique culturelle et éducative"""
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;63;Restructurations - RH
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;64;"Pilotage, soutien  -  Personnel travaillant pour l'action "" Pilotage, soutien """
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;65;"Journée défense et citoyenneté - Personnel travaillant pour le programme ""Liens entre la Nation et son armée"""
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;66;Rayonnement et contribution extérieure
PLF 2017;Budget général;Défense;212;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH
PLF 2017;Budget général;Défense;146;Équipement des forces;06;Dissuasion
PLF 2017;Budget général;Défense;146;Équipement des forces;07;Commandement et maîtrise de l'information
PLF 2017;Budget général;Défense;146;Équipement des forces;08;Projection - mobilité - soutien
PLF 2017;Budget général;Défense;146;Équipement des forces;09;Engagement et combat
PLF 2017;Budget général;Défense;146;Équipement des forces;10;Protection et sauvegarde
PLF 2017;Budget général;Défense;146;Équipement des forces;11;Préparation et conduite des opérations d'armement
PLF 2017;Budget général;Défense;146;Équipement des forces;12;Parts étrangères et programmes civils
PLF 2017;Budget général;Direction de l'action du Gouvernement;129;Coordination du travail gouvernemental;01;Coordination du travail gouvernemental
PLF 2017;Budget général;Direction de l'action du Gouvernement;129;Coordination du travail gouvernemental;02;Coordination de la sécurité et de la défense
PLF 2017;Budget général;Direction de l'action du Gouvernement;129;Coordination du travail gouvernemental;03;Coordination de la politique européenne
PLF 2017;Budget général;Direction de l'action du Gouvernement;129;Coordination du travail gouvernemental;10;Soutien
PLF 2017;Budget général;Direction de l'action du Gouvernement;129;Coordination du travail gouvernemental;11;Stratégie et prospective
PLF 2017;Budget général;Direction de l'action du Gouvernement;129;Coordination du travail gouvernemental;13;Ordre de la Légion d'honneur
PLF 2017;Budget général;Direction de l'action du Gouvernement;129;Coordination du travail gouvernemental;14;Ordre de la Libération
PLF 2017;Budget général;Direction de l'action du Gouvernement;129;Coordination du travail gouvernemental;15;Mission interministérielle de lutte contre les drogues et les conduites addictives
PLF 2017;Budget général;Direction de l'action du Gouvernement;129;Coordination du travail gouvernemental;16;Modernisation de l'action publique
PLF 2017;Budget général;Direction de l'action du Gouvernement;308;Protection des droits et libertés;02;Commission nationale de l'informatique et des libertés
PLF 2017;Budget général;Direction de l'action du Gouvernement;308;Protection des droits et libertés;03;Conseil supérieur de l'audiovisuel
PLF 2017;Budget général;Direction de l'action du Gouvernement;308;Protection des droits et libertés;05;Contrôleur général des lieux de privation de liberté
PLF 2017;Budget général;Direction de l'action du Gouvernement;308;Protection des droits et libertés;06;Autres autorités indépendantes
PLF 2017;Budget général;Direction de l'action du Gouvernement;308;Protection des droits et libertés;07;Sécurité et protection des libertés
PLF 2017;Budget général;Direction de l'action du Gouvernement;308;Protection des droits et libertés;09;Défenseur des droits
PLF 2017;Budget général;Direction de l'action du Gouvernement;308;Protection des droits et libertés;10;Haute autorité pour la transparence de la vie publique
PLF 2017;Budget général;Direction de l'action du Gouvernement;308;Protection des droits et libertés;11;Régulation de la distribution de la presse
PLF 2017;Budget général;Direction de l'action du Gouvernement;333;Moyens mutualisés des administrations déconcentrées;01;Fonctionnement courant des directions départementales interministérielles
PLF 2017;Budget général;Direction de l'action du Gouvernement;333;Moyens mutualisés des administrations déconcentrées;02;Loyers et charges immobilières des administrations déconcentrées
PLF 2017;Budget général;Direction de l'action du Gouvernement;333;Moyens mutualisés des administrations déconcentrées;03;Emplois déconcentrés des services du Premier ministre
PLF 2017;Budget général;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;01;Développement des infrastructures routières
PLF 2017;Budget général;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;10;Infrastructures de transports collectifs et ferroviaires
